product_id,date,price,inventory,days_to_expiry,competitor_price,promo_flag,weather_score,units_sold
milk-1L,2025-08-22,6.01,87,5,7.05,0,0.96,56
chicken-breast,2025-08-12,8.35,65,0,10.86,0,0.94,9
milk-1L,2025-08-03,6.2,12,4,7.38,0,0.31,12
salad-bowl,2025-07-30,5.16,58,0,4.85,0,0.58,11
chicken-breast,2025-08-07,8.56,46,0,8.85,0,0.18,0
berries-250g,2025-08-12,7.2,38,0,9.02,0,0.97,17
yogurt-150g,2025-08-02,2.67,26,8,3.78,0,0.8,26
cut-fruit,2025-08-07,4.83,85,1,4.46,0,0.18,25
yogurt-150g,2025-07-31,2.41,71,3,2.73,1,0.62,53
yogurt-150g,2025-08-08,2.32,74,6,2.59,0,0.36,51
yogurt-150g,2025-07-30,2.51,18,0,2.34,0,0.86,18
sushi-6pcs,2025-08-03,6.91,88,0,8.84,0,0.43,1
cut-fruit,2025-08-16,4.46,33,1,4.64,1,0.48,33
cut-fruit,2025-08-10,4.68,70,1,6.07,0,0.51,34
milk-1L,2025-08-02,6.44,42,4,7.58,0,0.82,42
salad-bowl,2025-07-30,4.83,89,1,5.25,1,0.15,32
sushi-6pcs,2025-08-08,6.7,71,0,7.9,0,0.47,0
yogurt-150g,2025-08-04,2.8,84,9,3.47,0,0.36,60
cut-fruit,2025-08-03,4.33,86,1,5.38,0,0.72,33
salad-bowl,2025-08-05,4.82,67,0,5.39,0,0.64,18
chicken-breast,2025-07-25,9.11,60,3,10.16,0,0.73,17
chicken-breast,2025-08-14,9.35,63,3,9.43,0,0.46,15
berries-250g,2025-08-24,7.48,105,0,9.65,1,0.45,28
bread-loaf,2025-07-25,3.58,102,2,3.78,0,0.13,51
berries-250g,2025-08-05,8.66,13,3,8.8,0,0.31,13
berries-250g,2025-07-25,7.77,119,1,7.93,0,0.04,20
cut-fruit,2025-08-06,4.25,79,0,4.28,0,0.34,7
cut-fruit,2025-07-30,4.45,71,1,5.71,0,0.89,31
salad-bowl,2025-08-11,5.28,21,1,6.8,0,0.57,21
yogurt-150g,2025-08-14,2.36,88,4,3.01,0,0.58,42
milk-1L,2025-08-16,5.86,24,1,5.94,0,0.9,24
yogurt-150g,2025-08-08,2.48,88,1,2.35,0,0.05,31
berries-250g,2025-07-30,7.16,42,0,9.55,0,0.11,16
berries-250g,2025-08-23,7.16,88,0,9.29,0,0.92,15
yogurt-150g,2025-08-14,2.23,59,6,3.62,0,0.08,55
sushi-6pcs,2025-08-10,6.85,28,0,7.31,0,0.05,4
yogurt-150g,2025-08-02,2.58,44,3,2.25,0,0.21,41
sushi-6pcs,2025-08-04,7.23,59,0,7.57,1,0.73,12
cut-fruit,2025-08-03,4.08,113,0,4.56,0,0.59,15
bread-loaf,2025-08-08,3.69,61,2,4.17,0,0.65,47
yogurt-150g,2025-08-24,2.59,96,5,2.95,0,0.28,45
sushi-6pcs,2025-07-25,7.09,33,0,7.86,0,0.96,5
bread-loaf,2025-08-14,3.46,15,1,4.87,0,0.53,15
berries-250g,2025-08-09,7.63,113,1,8.53,0,0.37,23
sushi-6pcs,2025-08-08,6.59,90,0,8.26,0,0.25,3
cut-fruit,2025-08-15,4.85,28,1,4.29,0,0.43,26
yogurt-150g,2025-08-03,2.28,84,0,2.0,0,0.44,31
yogurt-150g,2025-08-22,2.37,74,5,1.54,0,0.26,49
cut-fruit,2025-08-03,4.01,74,0,4.76,0,0.78,16
milk-1L,2025-08-13,6.43,66,4,6.32,0,0.93,45
cut-fruit,2025-08-04,4.84,54,1,4.26,0,0.09,28
sushi-6pcs,2025-08-12,6.61,58,0,8.68,0,0.08,6
chicken-breast,2025-08-23,8.34,87,0,9.09,0,0.29,5
sushi-6pcs,2025-08-13,6.66,39,0,8.42,0,0.84,8
berries-250g,2025-08-02,7.51,46,1,9.59,0,0.97,28
salad-bowl,2025-08-12,5.38,68,1,4.84,0,0.66,31
berries-250g,2025-08-13,7.43,55,0,7.92,0,0.99,20
salad-bowl,2025-08-02,5.15,77,0,5.42,0,0.99,19
milk-1L,2025-08-22,6.1,23,4,5.88,0,0.04,23
berries-250g,2025-07-28,8.04,108,3,9.03,0,0.2,39
salad-bowl,2025-08-07,4.88,103,1,6.77,0,0.31,27
berries-250g,2025-08-04,7.82,41,2,7.78,0,0.51,30
yogurt-150g,2025-08-09,1.93,80,0,2.81,0,0.43,35
salad-bowl,2025-08-15,4.92,80,0,4.58,1,0.47,24
bread-loaf,2025-08-07,2.95,14,0,3.0,0,0.3,14
salad-bowl,2025-08-03,5.23,84,1,5.72,0,0.81,27
cut-fruit,2025-08-04,5.1,14,1,4.52,0,0.19,14
salad-bowl,2025-08-23,4.7,34,0,5.9,0,0.65,18
berries-250g,2025-08-18,7.9,53,3,9.08,0,0.55,36
chicken-breast,2025-08-18,8.37,57,0,10.64,0,0.34,6
bread-loaf,2025-08-16,3.14,60,1,4.72,0,0.18,46
cut-fruit,2025-08-03,4.69,74,1,4.67,0,0.13,27
bread-loaf,2025-08-10,2.95,82,0,3.65,0,0.52,34
yogurt-150g,2025-08-10,2.08,106,1,2.93,0,0.23,37
milk-1L,2025-08-10,5.99,33,2,6.81,0,0.32,33
yogurt-150g,2025-07-29,2.8,10,8,2.35,0,0.4,10
yogurt-150g,2025-07-28,2.15,112,3,1.61,0,0.62,37
berries-250g,2025-08-18,8.61,18,3,7.61,0,0.81,18
milk-1L,2025-08-23,6.25,63,6,7.15,0,0.55,53
milk-1L,2025-07-30,6.07,120,3,7.82,1,0.48,56
chicken-breast,2025-08-19,8.22,49,0,9.43,0,0.72,0
sushi-6pcs,2025-08-08,6.67,24,0,7.56,0,0.49,5
bread-loaf,2025-08-22,3.17,57,2,3.44,1,0.14,57
sushi-6pcs,2025-08-13,7.08,57,0,9.24,0,0.14,10
chicken-breast,2025-08-19,9.32,53,3,10.32,1,0.17,31
sushi-6pcs,2025-08-22,6.81,107,0,8.3,0,0.3,4
sushi-6pcs,2025-07-26,6.76,32,0,8.13,0,0.95,3
chicken-breast,2025-08-20,8.49,46,0,10.89,0,0.99,7
bread-loaf,2025-08-23,2.84,102,0,4.58,0,0.6,38
yogurt-150g,2025-08-14,2.2,71,5,3.1,0,0.68,44
yogurt-150g,2025-08-09,2.41,69,4,1.58,0,0.41,45
cut-fruit,2025-08-06,4.92,79,1,5.61,0,0.42,28
salad-bowl,2025-08-19,4.88,94,1,6.43,1,0.02,34
bread-loaf,2025-08-20,3.67,31,2,2.61,0,0.01,31
salad-bowl,2025-08-16,4.86,65,0,5.51,0,0.79,17
chicken-breast,2025-08-24,8.2,25,1,10.39,0,0.31,8
yogurt-150g,2025-07-29,2.48,119,1,2.69,0,0.14,35
milk-1L,2025-07-30,6.7,115,5,6.38,0,0.18,47
milk-1L,2025-08-07,5.98,23,2,6.93,0,0.21,23
berries-250g,2025-08-19,8.0,111,3,7.97,0,0.73,35
sushi-6pcs,2025-08-02,6.91,82,0,7.66,0,0.16,2
milk-1L,2025-08-16,6.68,19,5,7.61,0,0.0,19
salad-bowl,2025-07-26,5.45,80,1,5.86,1,0.59,37
salad-bowl,2025-08-13,4.39,44,0,4.88,0,0.61,9
sushi-6pcs,2025-07-29,6.74,33,0,9.49,0,0.41,8
cut-fruit,2025-08-17,4.36,14,1,5.98,0,0.36,14
bread-loaf,2025-07-31,2.8,114,0,3.95,0,0.11,36
yogurt-150g,2025-08-05,2.43,114,1,3.75,0,0.33,33
cut-fruit,2025-08-14,4.68,70,1,6.44,0,0.16,31
berries-250g,2025-08-03,7.4,111,0,8.44,1,0.42,20
berries-250g,2025-08-14,7.96,110,2,8.54,0,0.52,30
cut-fruit,2025-08-09,4.64,116,1,5.24,0,0.46,31
chicken-breast,2025-08-19,8.26,89,1,8.89,0,0.49,11
berries-250g,2025-08-17,7.43,71,0,9.14,0,0.99,22
salad-bowl,2025-08-18,5.16,24,0,6.38,0,0.81,17
berries-250g,2025-08-12,7.84,53,2,9.36,1,0.78,40
yogurt-150g,2025-07-25,1.85,105,0,1.52,0,0.97,34
berries-250g,2025-08-23,7.97,64,2,9.64,0,0.35,31
cut-fruit,2025-08-23,5.11,49,1,4.08,0,0.99,26
chicken-breast,2025-08-15,9.55,112,4,10.17,1,0.1,34
bread-loaf,2025-08-01,3.27,28,0,2.7,0,0.29,28
milk-1L,2025-08-18,5.42,41,0,7.58,0,0.06,32
salad-bowl,2025-08-23,4.9,66,1,5.99,0,0.99,37
berries-250g,2025-08-19,7.32,66,0,8.97,0,0.46,15
berries-250g,2025-08-21,7.3,40,1,8.53,0,0.12,24
yogurt-150g,2025-08-04,2.22,105,4,1.78,0,0.06,38
yogurt-150g,2025-08-14,2.2,96,5,2.43,0,0.88,48
milk-1L,2025-08-21,5.79,14,1,7.02,0,0.69,14
bread-loaf,2025-08-17,3.6,51,2,4.97,0,0.29,51
salad-bowl,2025-08-03,5.3,115,1,5.75,0,0.78,31
chicken-breast,2025-07-31,8.06,115,1,8.6,1,0.99,11
milk-1L,2025-08-17,5.93,94,0,5.86,0,0.01,26
sushi-6pcs,2025-08-22,7.05,40,0,9.21,0,0.95,4
berries-250g,2025-08-19,8.03,21,2,8.17,0,0.77,21
bread-loaf,2025-08-04,3.11,35,1,3.44,0,0.18,35
cut-fruit,2025-08-01,5.03,13,1,4.52,0,0.55,13
berries-250g,2025-08-08,7.69,109,0,7.68,0,0.48,14
berries-250g,2025-08-21,8.26,100,3,7.83,0,0.65,34
sushi-6pcs,2025-08-21,6.98,52,0,8.33,0,0.39,0
chicken-breast,2025-08-06,8.97,89,3,10.02,0,0.09,18
berries-250g,2025-08-23,7.59,80,1,9.73,1,0.52,37
salad-bowl,2025-08-04,4.85,68,1,6.44,1,0.06,37
yogurt-150g,2025-08-20,2.79,39,6,2.41,0,0.12,39
bread-loaf,2025-08-09,3.34,102,1,4.13,0,0.71,43
milk-1L,2025-08-19,5.99,72,4,7.67,0,0.16,56
bread-loaf,2025-07-30,2.74,52,0,4.74,0,0.22,31
bread-loaf,2025-08-11,3.1,39,1,3.53,0,0.51,38
bread-loaf,2025-08-12,3.53,71,1,4.9,0,0.98,46
milk-1L,2025-07-28,5.87,63,3,6.11,0,0.65,45
cut-fruit,2025-08-15,4.19,54,0,6.49,0,0.95,19
yogurt-150g,2025-08-13,2.57,101,5,1.57,0,0.03,47
yogurt-150g,2025-08-22,2.87,85,9,2.69,0,0.84,60
cut-fruit,2025-08-09,4.9,81,1,4.52,0,0.98,32
milk-1L,2025-07-26,6.09,119,3,6.49,0,0.78,45
milk-1L,2025-08-14,6.33,113,5,6.99,0,0.1,52
berries-250g,2025-08-14,7.5,82,1,8.44,1,0.9,28
sushi-6pcs,2025-08-06,7.0,11,0,9.25,0,0.55,8
sushi-6pcs,2025-07-31,6.59,81,0,8.72,0,0.64,1
berries-250g,2025-08-04,7.61,48,0,7.84,1,0.68,23
yogurt-150g,2025-07-26,2.1,102,2,2.09,0,0.85,33
milk-1L,2025-08-21,6.18,115,5,6.97,0,0.52,50
salad-bowl,2025-07-28,5.57,54,1,5.65,0,0.23,28
yogurt-150g,2025-08-08,2.42,31,8,2.69,0,0.68,31
yogurt-150g,2025-08-24,2.63,13,7,2.33,0,0.76,13
berries-250g,2025-08-20,8.62,62,3,8.26,0,0.55,34
chicken-breast,2025-08-23,8.79,87,1,8.55,0,0.43,2
milk-1L,2025-08-07,5.92,63,2,7.84,0,0.36,46
salad-bowl,2025-07-30,5.17,104,1,5.84,1,0.25,37
bread-loaf,2025-07-28,3.38,99,2,3.54,0,0.6,51
bread-loaf,2025-08-03,3.23,120,0,3.45,0,0.18,30
salad-bowl,2025-08-18,5.57,10,1,5.81,1,0.64,10
salad-bowl,2025-08-18,5.3,69,1,6.03,0,0.53,29
yogurt-150g,2025-08-02,2.04,66,1,1.8,0,0.84,36
salad-bowl,2025-08-22,5.07,15,0,5.1,0,0.49,10
chicken-breast,2025-08-21,8.53,84,1,9.26,0,0.77,11
cut-fruit,2025-07-25,4.93,105,1,4.07,0,0.28,24
salad-bowl,2025-08-21,4.79,84,0,6.51,0,0.6,15
milk-1L,2025-08-11,6.34,110,4,6.06,0,0.0,46
bread-loaf,2025-08-01,2.77,14,0,4.75,0,0.17,14
milk-1L,2025-07-25,5.79,19,2,7.36,1,0.65,19
bread-loaf,2025-08-17,3.32,83,1,3.69,1,0.82,46
bread-loaf,2025-08-07,3.24,61,2,2.93,0,0.18,46
salad-bowl,2025-08-14,4.82,41,0,5.67,0,0.96,15
bread-loaf,2025-08-21,3.07,96,1,3.96,0,0.2,42
bread-loaf,2025-08-03,3.06,51,2,4.78,0,0.21,51
sushi-6pcs,2025-08-16,7.07,17,0,8.09,0,0.95,8
yogurt-150g,2025-08-12,2.87,105,9,3.54,1,0.77,60
bread-loaf,2025-08-21,3.32,58,0,3.56,0,0.95,27
berries-250g,2025-08-13,7.33,10,1,8.8,0,0.59,10
cut-fruit,2025-08-23,4.7,105,1,4.8,0,0.0,27
cut-fruit,2025-07-29,5.12,94,1,4.83,0,0.26,26
berries-250g,2025-07-29,7.27,120,1,9.22,1,0.04,30
salad-bowl,2025-08-20,5.08,69,0,6.45,0,0.95,14
salad-bowl,2025-08-07,4.45,77,0,5.24,0,0.44,12
sushi-6pcs,2025-08-10,7.3,68,0,8.66,0,0.29,1
yogurt-150g,2025-08-22,2.02,60,1,2.82,0,0.95,35
bread-loaf,2025-08-10,3.45,47,2,4.09,0,0.45,47
bread-loaf,2025-08-01,3.07,107,2,4.37,0,0.71,58
milk-1L,2025-07-26,6.21,91,4,5.77,0,0.76,44
sushi-6pcs,2025-08-21,7.09,100,0,8.26,0,0.46,1
salad-bowl,2025-08-17,4.79,16,1,6.94,0,0.3,16
sushi-6pcs,2025-08-15,6.63,16,0,8.71,0,0.42,7
sushi-6pcs,2025-08-12,6.91,88,0,8.17,0,0.55,6
milk-1L,2025-08-24,6.04,72,1,6.3,1,0.93,39
chicken-breast,2025-08-24,7.81,75,0,8.75,0,0.27,4
cut-fruit,2025-08-14,4.35,14,1,4.88,0,0.6,14
yogurt-150g,2025-07-28,2.64,61,3,3.33,1,0.2,51
cut-fruit,2025-08-01,5.06,76,1,5.51,0,0.67,27
yogurt-150g,2025-08-22,2.45,60,0,3.27,0,0.1,32
yogurt-150g,2025-08-05,2.63,45,5,3.65,0,0.29,45
salad-bowl,2025-08-20,5.11,100,1,4.91,0,0.27,28
chicken-breast,2025-08-03,8.39,76,1,9.81,0,0.68,7
chicken-breast,2025-08-22,9.0,104,4,9.22,0,0.17,28
chicken-breast,2025-07-26,8.08,111,0,9.78,0,0.6,7
salad-bowl,2025-08-22,4.76,118,0,4.84,0,0.84,12
bread-loaf,2025-08-06,2.82,15,0,4.91,1,0.75,15
berries-250g,2025-08-11,7.39,93,1,8.42,0,0.59,19
yogurt-150g,2025-08-01,2.79,117,8,3.13,0,0.93,49
salad-bowl,2025-07-29,4.99,54,0,4.6,0,0.57,8
milk-1L,2025-08-12,6.18,35,5,6.78,0,0.64,35
cut-fruit,2025-08-17,4.66,98,0,5.76,0,0.55,17
sushi-6pcs,2025-08-22,7.24,72,0,8.61,0,0.32,7
salad-bowl,2025-08-16,4.66,58,0,6.62,0,0.28,13
chicken-breast,2025-08-01,9.29,108,4,10.25,0,0.04,28
berries-250g,2025-08-10,7.94,97,1,9.58,0,0.58,22
sushi-6pcs,2025-08-17,7.29,25,0,9.38,0,0.97,10
milk-1L,2025-08-12,6.44,16,3,5.62,0,0.48,16
chicken-breast,2025-07-28,8.85,24,2,10.59,0,0.25,19
yogurt-150g,2025-08-18,2.42,87,4,2.01,0,0.6,41
berries-250g,2025-08-14,7.98,14,1,8.66,0,0.13,14
bread-loaf,2025-08-11,3.67,16,2,2.59,0,0.34,16
salad-bowl,2025-08-09,5.12,73,0,5.2,0,0.41,11
salad-bowl,2025-08-09,5.1,81,1,4.95,0,0.67,26
chicken-breast,2025-08-24,8.93,95,2,10.94,0,0.86,14
salad-bowl,2025-08-11,4.59,20,0,4.79,0,0.57,17
milk-1L,2025-08-06,6.19,118,5,6.27,0,0.56,54
berries-250g,2025-07-28,7.84,72,2,7.52,0,0.44,31
milk-1L,2025-08-05,6.58,30,4,7.7,1,0.26,30
yogurt-150g,2025-08-02,2.63,107,9,2.69,1,0.61,64
milk-1L,2025-08-15,5.95,17,2,6.77,0,0.99,17
berries-250g,2025-07-28,8.32,88,2,8.08,0,0.19,21
milk-1L,2025-08-17,6.08,58,5,6.08,1,0.35,55
bread-loaf,2025-08-19,3.41,118,1,4.82,0,0.61,43
berries-250g,2025-08-22,7.92,25,2,8.44,0,0.9,25
sushi-6pcs,2025-08-08,6.81,100,0,8.63,0,0.35,7
cut-fruit,2025-08-20,4.47,28,0,4.68,0,0.23,10
salad-bowl,2025-08-03,4.84,100,1,4.61,0,0.18,24
berries-250g,2025-08-22,7.52,10,1,7.76,0,0.17,10
cut-fruit,2025-08-24,4.14,25,0,6.21,0,0.88,21
salad-bowl,2025-08-12,4.89,86,1,5.85,0,0.21,33
chicken-breast,2025-08-21,8.66,117,1,9.06,0,0.16,7
yogurt-150g,2025-08-15,1.95,47,0,3.79,0,0.55,35
milk-1L,2025-08-08,5.57,59,2,5.67,1,0.63,43
chicken-breast,2025-08-09,8.37,46,0,10.66,0,0.23,8
milk-1L,2025-08-15,6.37,31,6,7.47,0,0.66,31
salad-bowl,2025-07-25,5.0,88,1,5.5,1,0.7,41
chicken-breast,2025-08-21,8.99,29,3,9.03,1,0.47,23
cut-fruit,2025-07-25,4.41,51,1,5.23,0,0.92,32
berries-250g,2025-07-28,8.12,21,3,8.55,0,0.31,21
cut-fruit,2025-07-29,3.98,82,0,5.22,0,0.13,8
chicken-breast,2025-08-17,8.55,102,0,8.8,0,0.24,0
sushi-6pcs,2025-08-08,7.03,64,0,7.22,0,0.14,3
milk-1L,2025-07-25,6.7,91,5,6.03,0,0.24,52
bread-loaf,2025-08-05,2.98,32,0,4.79,0,0.49,32
milk-1L,2025-07-31,5.85,13,1,6.6,0,1.0,13
salad-bowl,2025-07-30,5.05,120,0,5.88,0,0.65,14
yogurt-150g,2025-08-01,2.8,117,6,3.24,0,0.4,49
chicken-breast,2025-08-07,9.65,76,4,9.91,0,0.29,27
cut-fruit,2025-08-18,4.04,26,0,5.98,0,0.52,13
yogurt-150g,2025-08-02,2.23,41,7,1.69,0,0.3,41
chicken-breast,2025-07-29,8.63,102,1,10.35,0,0.52,5
sushi-6pcs,2025-08-12,6.72,118,0,7.81,0,0.95,5
berries-250g,2025-07-29,8.01,38,1,9.45,0,0.69,21
cut-fruit,2025-08-24,5.04,35,1,4.8,1,0.59,32
yogurt-150g,2025-08-06,2.67,87,7,3.88,0,0.46,52
salad-bowl,2025-08-06,4.91,112,0,5.36,0,0.92,14
yogurt-150g,2025-08-20,2.38,44,1,3.79,1,0.99,44
cut-fruit,2025-08-20,4.12,29,0,5.68,0,0.25,12
salad-bowl,2025-08-08,5.44,106,1,6.9,1,0.12,34
berries-250g,2025-07-25,7.77,101,1,8.21,0,0.94,19
bread-loaf,2025-08-04,2.85,35,0,4.26,0,0.75,35
bread-loaf,2025-08-19,2.9,54,1,4.96,0,0.77,45
sushi-6pcs,2025-08-05,6.99,13,0,7.18,0,0.57,0
salad-bowl,2025-07-31,4.92,14,1,5.79,0,0.17,14
chicken-breast,2025-07-29,7.79,119,0,8.55,1,0.23,11
yogurt-150g,2025-07-25,1.94,45,2,2.5,0,0.79,39
berries-250g,2025-08-17,7.68,51,1,7.64,0,0.51,21
berries-250g,2025-08-02,7.61,91,0,9.97,0,0.85,18
milk-1L,2025-08-22,6.56,95,5,5.78,0,0.35,53
cut-fruit,2025-08-19,4.72,66,0,5.43,0,0.78,16
bread-loaf,2025-08-09,3.37,32,2,3.62,0,0.84,32
sushi-6pcs,2025-07-26,7.14,94,0,8.79,0,0.9,2
salad-bowl,2025-08-09,5.49,110,1,5.44,0,0.3,23
cut-fruit,2025-08-24,4.88,57,1,4.38,0,0.04,26
salad-bowl,2025-08-14,4.82,40,1,5.47,0,0.23,28
yogurt-150g,2025-07-30,2.73,102,8,3.94,0,0.66,57
yogurt-150g,2025-07-26,2.12,117,6,3.32,0,0.06,48
sushi-6pcs,2025-08-11,6.79,26,0,9.36,0,0.06,2
yogurt-150g,2025-08-16,2.27,114,7,3.57,0,0.7,50
chicken-breast,2025-08-05,8.32,87,1,10.95,0,0.59,15
milk-1L,2025-08-09,5.4,84,0,5.93,0,0.26,35
salad-bowl,2025-08-02,5.52,26,1,6.01,0,0.21,26
salad-bowl,2025-07-29,4.92,42,0,6.89,0,0.9,16
sushi-6pcs,2025-08-21,6.91,67,0,7.6,0,0.52,0
berries-250g,2025-07-26,6.93,51,0,7.83,0,0.27,12
bread-loaf,2025-08-22,3.06,89,2,3.43,1,0.85,58
bread-loaf,2025-08-22,3.55,14,2,3.45,0,0.79,14
milk-1L,2025-08-01,6.25,83,2,6.53,0,0.96,38
milk-1L,2025-08-01,5.81,25,4,6.81,0,0.2,25
chicken-breast,2025-08-08,8.41,111,1,10.64,0,0.59,7
chicken-breast,2025-08-13,9.47,27,4,8.59,0,0.72,25
salad-bowl,2025-08-09,4.65,119,0,6.25,0,0.63,20
bread-loaf,2025-07-27,3.2,101,2,4.9,0,0.09,59
sushi-6pcs,2025-08-16,6.89,10,0,7.86,0,0.36,0
sushi-6pcs,2025-08-13,7.24,89,0,9.16,0,0.67,3
bread-loaf,2025-08-14,3.29,68,1,4.38,1,0.24,55
berries-250g,2025-08-08,7.96,74,3,9.97,0,0.82,41
milk-1L,2025-08-09,6.55,99,4,6.82,0,0.37,49
milk-1L,2025-07-28,6.12,22,2,7.58,0,0.17,22
cut-fruit,2025-07-31,4.14,83,0,6.4,0,0.05,11
cut-fruit,2025-08-01,4.12,55,0,5.45,1,0.26,24
cut-fruit,2025-08-18,4.13,82,0,5.25,0,0.74,13
chicken-breast,2025-08-07,7.86,33,0,9.64,0,0.45,9
berries-250g,2025-08-06,7.73,55,2,8.34,1,0.87,37
berries-250g,2025-08-21,8.06,24,2,9.76,1,0.83,24
berries-250g,2025-08-18,8.36,99,3,8.65,0,0.12,38
cut-fruit,2025-08-05,4.83,14,1,5.15,0,0.29,14
cut-fruit,2025-07-31,4.76,111,1,4.96,0,0.72,32
berries-250g,2025-08-10,7.94,108,2,8.91,0,0.18,31
berries-250g,2025-08-20,7.63,61,1,8.06,0,0.88,24
yogurt-150g,2025-08-08,2.55,105,2,3.85,0,0.51,41
milk-1L,2025-08-06,5.93,92,2,5.72,0,0.45,40
bread-loaf,2025-08-09,3.33,86,2,3.98,1,0.27,59
bread-loaf,2025-07-27,3.08,38,0,4.72,0,0.11,37
salad-bowl,2025-08-08,4.94,97,0,5.16,0,0.93,15
yogurt-150g,2025-08-03,2.47,38,8,3.64,1,0.97,38
salad-bowl,2025-08-01,5.23,63,1,4.93,0,0.99,27
salad-bowl,2025-08-16,4.44,105,0,5.13,0,0.25,10
sushi-6pcs,2025-08-04,6.76,103,0,7.55,0,0.17,0
berries-250g,2025-08-22,8.39,66,3,9.55,0,0.0,35
milk-1L,2025-08-20,5.64,110,2,7.14,1,0.41,47
bread-loaf,2025-08-17,3.14,76,0,3.86,0,0.37,31
cut-fruit,2025-08-18,5.02,108,1,6.27,0,0.86,27
milk-1L,2025-08-15,6.21,91,2,6.93,0,0.74,45
milk-1L,2025-07-30,6.7,14,5,5.72,0,0.49,14
milk-1L,2025-07-25,6.14,34,3,5.62,0,0.8,34
salad-bowl,2025-08-08,4.99,38,1,5.52,0,0.91,28
chicken-breast,2025-08-09,9.3,85,4,9.6,0,0.25,27
sushi-6pcs,2025-08-13,7.2,58,0,9.4,0,0.53,7
milk-1L,2025-07-26,5.64,87,1,7.5,0,0.34,35
sushi-6pcs,2025-08-19,6.7,43,0,8.29,0,0.19,8
chicken-breast,2025-08-01,8.45,24,0,9.73,0,0.33,0
bread-loaf,2025-07-29,3.24,21,0,4.69,0,0.09,21
yogurt-150g,2025-08-11,2.22,76,3,1.68,0,0.52,43
chicken-breast,2025-08-08,8.88,16,2,9.51,0,0.85,16
chicken-breast,2025-07-27,9.05,68,3,8.67,0,0.81,18
cut-fruit,2025-08-21,4.27,77,0,5.45,1,0.08,21
bread-loaf,2025-07-25,3.12,113,1,4.98,0,0.16,41
sushi-6pcs,2025-08-18,7.13,94,0,7.44,0,0.36,1
salad-bowl,2025-07-30,5.17,72,1,5.65,0,0.81,29
chicken-breast,2025-08-24,9.19,95,4,10.16,0,0.94,31
sushi-6pcs,2025-08-10,7.3,70,0,9.17,0,0.75,2
sushi-6pcs,2025-08-05,6.79,93,0,8.04,0,0.32,1
milk-1L,2025-07-28,5.41,118,1,5.95,0,0.31,35
chicken-breast,2025-08-22,8.16,35,0,10.47,0,0.68,3
salad-bowl,2025-07-27,5.14,28,0,6.89,0,0.75,17
yogurt-150g,2025-08-21,2.25,76,6,3.25,0,0.25,49
milk-1L,2025-08-09,6.24,114,3,7.62,0,0.64,48
chicken-breast,2025-08-04,8.46,37,0,8.6,0,0.21,5
cut-fruit,2025-08-02,4.73,24,0,4.33,1,0.72,22
yogurt-150g,2025-08-17,2.75,43,6,2.06,0,0.89,43
berries-250g,2025-08-09,7.24,46,0,8.21,0,0.84,19
bread-loaf,2025-08-18,3.32,53,2,3.08,0,0.37,46
cut-fruit,2025-08-16,4.91,59,1,5.42,1,0.63,37
cut-fruit,2025-08-11,4.59,80,1,5.91,0,0.9,33
milk-1L,2025-08-15,5.57,99,1,5.68,0,0.06,35
yogurt-150g,2025-07-27,2.47,35,1,3.78,0,0.36,33
milk-1L,2025-08-12,6.56,28,5,7.28,0,0.68,28
milk-1L,2025-08-24,5.98,24,0,7.74,0,0.01,24
chicken-breast,2025-07-28,8.29,97,1,8.67,0,0.74,8
yogurt-150g,2025-08-08,2.23,27,1,1.85,0,0.93,27
chicken-breast,2025-07-27,9.42,23,3,9.46,0,0.43,23
bread-loaf,2025-08-19,3.42,110,1,3.45,0,0.54,37
cut-fruit,2025-08-05,5.05,54,1,4.03,0,0.58,25
bread-loaf,2025-08-04,3.3,114,2,4.63,0,0.04,58
milk-1L,2025-08-20,6.0,34,2,5.73,1,0.84,34
bread-loaf,2025-08-22,3.38,119,2,4.4,1,0.24,59
milk-1L,2025-08-01,6.57,84,6,5.53,0,0.98,52
milk-1L,2025-08-14,6.83,104,6,7.37,0,0.2,57
berries-250g,2025-07-31,8.02,77,2,7.52,1,0.51,32
berries-250g,2025-08-08,7.12,14,0,9.31,0,0.65,14
yogurt-150g,2025-08-08,2.15,19,7,2.03,0,0.42,19
